PlayerID,nameFirst,nameLast,FullName,DebutYear,FinalYear,Years,G,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,IBB,HBP,SH,SF,GIDP,BAvg,OBP,Slg,TB,PrimaryPosition,GG,InductionYear,votedBy
pasquda01,Dan,Pasqua,Dan Pasqua,1985,1994,10,905,2620,341,638,129,15,117,390,7,10,335,642,29,15,9,21,43,0.24351,0.33032,0.43817,1148,Outfield,0,0,
danniha01,Harry,Danning,Harry Danning,1933,1942,10,890,2971,363,847,162,26,57,397,13,0,187,217,0,14,22,0,94,0.28509,0.33039,0.41468,1232,Catcher,0,0,
mcraebr01,Brian,McRae,Brian McRae,1990,1999,10,1354,5114,734,1336,264,58,103,532,196,86,488,824,20,57,46,32,87,0.26124,0.33052,0.39597,2025,Outfield,0,0,
weathro01,Roy,Weatherly,Roy Weatherly,1936,1950,10,811,2781,415,794,152,44,43,290,42,49,180,170,0,7,40,0,24,0.28551,0.33053,0.41819,1163,Outfield,0,0,
gharrpa01,Patsy,Gharrity,Patsy Gharrity,1916,1930,10,676,1961,237,513,92,26,20,251,32,13,188,231,0,14,71,0,0,0.2616,0.33056,0.36563,717,Catcher,0,0,
zimmehe01,Heinie,Zimmerman,Heinie Zimmerman,1907,1919,13,1456,5304,695,1566,275,105,58,796,175,33,242,404,0,38,156,0,0,0.29525,0.33059,0.41949,2225,ThirdBase,0,0,
duceyro01,Rob,Ducey,Rob Ducey,1987,2001,13,703,1279,190,309,78,13,31,146,22,17,166,346,7,11,8,14,16,0.24159,0.33061,0.39562,506,Outfield,0,0,
mondera01,Raul,Mondesi,Raul Mondesi,1993,2005,13,1525,5814,909,1589,319,49,271,860,229,92,475,1130,50,41,2,37,93,0.27331,0.33061,0.48486,2819,Outfield,2,0,
hickmch01,Charlie,Hickman,Charlie Hickman,1897,1908,12,1081,3982,478,1176,217,91,59,614,72,0,153,0,0,58,59,0,0,0.29533,0.33079,0.43998,1752,FirstBase,0,0,
taubeed01,Ed,Taubensee,Ed Taubensee,1991,2001,11,975,2874,351,784,151,9,94,419,11,10,255,574,29,9,10,30,50,0.27279,0.33081,0.42971,1235,Catcher,0,0,
merklfr01,Fred,Merkle,Fred Merkle,1907,1926,16,1638,5782,720,1580,290,82,61,733,272,20,454,583,0,44,146,0,0,0.27326,0.33089,0.38343,2217,FirstBase,0,0,
haywora01,Ray,Hayworth,Ray Hayworth,1926,1945,15,699,2062,220,546,92,16,5,238,2,6,198,188,0,6,38,0,3,0.26479,0.33098,0.3322,685,Catcher,0,0,
walkege02,Gee,Walker,Gee Walker,1931,1945,15,1784,6771,954,1991,399,76,124,997,223,70,330,600,0,44,66,0,82,0.29405,0.331,0.43036,2914,Outfield,0,0,
bordafr01,Frenchy,Bordagaray,Frenchy Bordagaray,1934,1945,11,930,2632,410,745,120,28,14,270,66,2,173,186,0,16,48,0,37,0.28305,0.33109,0.36588,963,Outfield,0,0,
heldwo01,Woodie,Held,Woodie Held,1954,1969,14,1390,4019,524,963,150,22,179,559,14,11,508,944,45,56,34,28,92,0.23961,0.33116,0.4215,1694,Shortstop,0,0,
roberbo01,Bob,Robertson,Bob Robertson,1967,1979,11,829,2385,283,578,93,10,115,368,7,9,317,546,18,13,1,26,51,0.24235,0.33127,0.43438,1036,FirstBase,0,0,
laporfr01,Frank,LaPorte,Frank LaPorte,1905,1915,11,1194,4212,501,1185,198,79,15,560,101,0,288,85,0,27,124,0,0,0.28134,0.33135,0.37654,1586,SecondBase,0,0,
callijo01,Johnny,Callison,Johnny Callison,1958,1973,16,1886,6652,926,1757,321,89,226,840,74,51,650,1064,73,41,51,43,98,0.26413,0.33144,0.44107,2934,Outfield,0,0,
rebouje01,Jeff,Reboulet,Jeff Reboulet,1992,2003,12,1018,2229,310,536,100,6,20,202,22,15,292,401,5,16,61,9,50,0.24047,0.3315,0.31763,708,SecondBase,0,0,
siebedi01,Dick,Siebert,Dick Siebert,1932,1945,11,1035,3917,439,1104,204,40,32,482,30,32,276,185,0,15,43,0,71,0.28185,0.33151,0.37886,1484,FirstBase,0,0,
roberle01,Leon,Roberts,Leon Roberts,1974,1984,11,901,2737,342,731,126,28,78,328,26,25,256,428,16,22,23,28,65,0.26708,0.33158,0.41907,1147,Outfield,0,0,
tebeapa01,Patsy,Tebeau,Patsy Tebeau,1887,1900,13,1167,4618,671,1290,196,57,27,735,164,0,319,198,0,42,33,0,0,0.27934,0.33159,0.36401,1681,FirstBase,0,0,
wallabo01,Bobby,Wallace,Bobby Wallace,1894,1918,25,2383,8618,1057,2309,391,143,34,1121,201,2,774,79,0,47,173,0,0,0.26793,0.3316,0.35832,3088,Shortstop,0,1953,Veterans
nunamle01,Les,Nunamaker,Les Nunamaker,1911,1922,12,716,1990,194,533,75,30,2,216,36,12,176,150,0,14,49,0,0,0.26784,0.33165,0.33869,674,Catcher,0,0,
goodwto01,Tom,Goodwin,Tom Goodwin,1991,2004,14,1288,3846,636,1029,125,39,24,284,369,118,365,660,3,13,73,18,44,0.26755,0.33168,0.33905,1304,Outfield,0,0,
evansal01,Al,Evans,Al Evans,1939,1951,12,704,2053,188,514,70,23,13,211,14,9,243,206,0,7,19,0,53,0.25037,0.33174,0.32586,669,Catcher,0,0,
baergca01,Carlos,Baerga,Carlos Baerga,1990,2005,14,1630,5439,731,1583,279,17,134,774,59,24,291,580,41,73,26,66,158,0.29105,0.33174,0.4225,2298,SecondBase,0,0,
grudzma01,Mark,Grudzielanek,Mark Grudzielanek,1995,2010,15,1802,7052,946,2040,391,36,90,640,133,52,364,954,24,105,40,42,174,0.28928,0.33175,0.39322,2773,SecondBase,1,0,
lemonji01,Jim,Lemon,Jim Lemon,1950,1963,12,1010,3445,446,901,121,35,164,529,13,18,363,787,19,18,6,38,73,0.26154,0.33178,0.4598,1584,Outfield,0,0,
schulfr01,Frank,Schulte,Frank Schulte,1904,1918,15,1806,6533,906,1766,288,124,92,792,233,17,545,515,0,56,279,0,0,0.27032,0.33179,0.39461,2578,Outfield,0,0,
mosebll01,Lloyd,Moseby,Lloyd Moseby,1980,1991,12,1588,5815,869,1494,273,66,169,737,280,92,616,1135,46,58,40,45,105,0.25692,0.3318,0.41376,2406,Outfield,0,0,
piersji01,Jim,Piersall,Jim Piersall,1950,1967,17,1734,5890,811,1604,256,52,104,591,115,57,524,583,23,25,104,48,161,0.27233,0.33189,0.38642,2276,Outfield,2,0,
matthga02,Gary,Matthews,Gary Matthews,1999,2010,12,1281,4103,612,1056,225,29,108,484,95,36,454,849,26,18,13,29,72,0.25737,0.33189,0.40531,1663,Outfield,0,0,
oleartr01,Troy,O'Leary,Troy O'Leary,1993,2003,11,1198,4010,547,1100,234,40,127,591,17,22,334,661,31,28,13,33,108,0.27431,0.3319,0.44763,1795,Outfield,0,0,
wisesa01,Sam,Wise,Sam Wise,1881,1893,12,1175,4715,834,1281,221,112,49,672,203,0,389,643,0,36,0,0,0,0.27169,0.33191,0.39724,1873,Shortstop,0,0,
maynebr01,Brent,Mayne,Brent Mayne,1990,2004,15,1279,3614,359,951,178,8,38,403,18,27,370,580,55,21,41,38,119,0.26314,0.33193,0.34837,1259,Catcher,0,0,
surhobj01,B. J.,Surhoff,B. J. Surhoff,1987,2005,19,2313,8258,1062,2326,440,42,188,1153,141,84,640,839,81,33,71,104,169,0.28167,0.33193,0.41342,3414,Outfield,0,0,
fletcsc01,Scott,Fletcher,Scott Fletcher,1981,1995,15,1612,5258,688,1376,243,38,34,510,99,58,514,541,13,57,111,36,109,0.2617,0.33197,0.34176,1797,Shortstop,0,0,
pettiga01,Gary,Pettis,Gary Pettis,1982,1992,11,1183,3629,568,855,109,49,21,259,354,104,521,958,3,9,65,13,55,0.2356,0.33198,0.31,1125,Outfield,5,0,
lambmi01,Mike,Lamb,Mike Lamb,2000,2010,10,975,2706,382,746,132,19,69,349,7,10,226,409,31,17,9,30,56,0.27568,0.33199,0.415,1123,ThirdBase,0,0,
thomsbo01,Bobby,Thomson,Bobby Thomson,1946,1960,15,1779,6305,903,1705,267,74,264,1026,38,20,559,804,23,34,36,23,159,0.27042,0.33203,0.46186,2912,Outfield,0,0,
coopewa01,Walker,Cooper,Walker Cooper,1940,1957,18,1473,4702,573,1341,240,40,173,812,18,1,309,357,3,22,44,1,160,0.2852,0.33214,0.46363,2180,Catcher,0,0,
ginsbjo01,Joe,Ginsberg,Joe Ginsberg,1948,1962,13,695,1716,168,414,59,8,20,182,7,5,226,135,9,14,17,13,46,0.24126,0.33215,0.31993,549,Catcher,0,0,
willine01,Ned,Williamson,Ned Williamson,1878,1890,13,1201,4553,809,1159,228,85,64,667,88,0,506,532,0,23,0,0,0,0.25456,0.33215,0.38414,1749,ThirdBase,0,0,
moraljo01,Jose,Morales,Jose Morales,1973,1984,12,733,1305,126,375,68,6,26,207,0,4,89,182,28,6,13,15,57,0.28736,0.33216,0.40843,533,FirstBase,0,0,
wilkiri01,Rick,Wilkins,Rick Wilkins,1991,2001,11,720,2114,280,515,95,7,81,275,9,12,278,571,42,13,9,21,34,0.24361,0.33223,0.41012,867,Catcher,0,0,
skowrbi01,Bill,Skowron,Bill Skowron,1954,1967,14,1658,5547,681,1566,243,53,211,888,16,18,383,870,48,54,17,45,192,0.28231,0.33223,0.45935,2548,FirstBase,0,0,
finlest01,Steve,Finley,Steve Finley,1989,2007,19,2583,9397,1443,2548,449,124,304,1167,320,118,844,1299,69,53,91,75,152,0.27115,0.33224,0.44238,4157,Outfield,5,0,
mannle01,Les,Mann,Les Mann,1913,1928,16,1498,4716,677,1332,203,106,44,503,129,21,324,464,0,28,133,0,0,0.28244,0.33228,0.39843,1879,Outfield,0,0,
hintoch01,Chuck,Hinton,Chuck Hinton,1961,1971,11,1353,3968,518,1048,152,47,113,443,130,50,416,685,27,7,28,36,91,0.26411,0.33228,0.41154,1633,Outfield,0,0,
davisgl01,Glenn,Davis,Glenn Davis,1984,1993,10,1015,3719,510,965,177,13,190,603,28,11,370,613,78,55,6,39,80,0.25948,0.3323,0.46733,1738,FirstBase,0,0,
wardtu01,Turner,Ward,Turner Ward,1990,2001,12,626,1548,210,389,73,11,39,219,33,15,186,247,11,13,20,22,36,0.25129,0.33239,0.38824,601,Outfield,0,0,
petrori01,Rico,Petrocelli,Rico Petrocelli,1963,1976,13,1553,5390,653,1352,237,22,210,773,10,22,661,926,61,26,36,57,127,0.25083,0.33241,0.41985,2263,Shortstop,0,0,
hortowi01,Willie,Horton,Willie Horton,1963,1980,18,2028,7298,873,1993,284,40,325,1163,20,38,620,1313,95,58,17,59,195,0.27309,0.33242,0.45656,3332,Outfield,0,0,
hunteto01,Torii,Hunter,Torii Hunter,1997,2015,15,1807,6647,987,1819,382,31,281,1051,177,88,539,1301,50,69,2,46,204,0.27366,0.33242,0.46728,3106,Outfield,9,0,
wasdeji01,Jimmy,Wasdell,Jimmy Wasdell,1937,1947,11,888,2866,339,782,109,34,29,341,29,4,243,165,0,13,39,0,53,0.27285,0.33248,0.36497,1046,Outfield,0,0,
pinielo01,Lou,Piniella,Lou Piniella,1964,1984,18,1747,5867,651,1705,305,41,102,766,32,41,368,541,82,31,35,61,209,0.29061,0.33254,0.40873,2398,Outfield,0,0,
cardejo02,Jose,Cardenal,Jose Cardenal,1963,1980,18,2017,6964,936,1913,333,46,138,775,329,139,608,807,38,26,37,61,147,0.2747,0.33255,0.39518,2752,Outfield,0,0,
waltoje01,Jerome,Walton,Jerome Walton,1989,1998,10,598,1573,241,423,77,8,25,132,58,29,138,280,2,19,16,14,25,0.26891,0.33257,0.37572,591,Outfield,0,0,
lewisdu01,Duffy,Lewis,Duffy Lewis,1910,1921,11,1459,5351,612,1518,289,68,38,793,113,47,352,353,0,40,264,0,0,0.28369,0.33258,0.38441,2057,Outfield,0,0,
causewa01,Wayne,Causey,Wayne Causey,1955,1968,11,1105,3244,357,819,130,26,35,285,12,12,390,341,25,15,41,31,59,0.25247,0.33261,0.34094,1106,Shortstop,0,0,
perryge01,Gerald,Perry,Gerald Perry,1983,1995,13,1193,3144,383,832,150,11,59,396,142,75,328,374,34,11,7,37,91,0.26463,0.33267,0.37564,1181,FirstBase,0,0,
darkal01,Al,Dark,Al Dark,1946,1960,14,1828,7219,1064,2089,358,72,126,757,59,27,430,534,20,54,95,31,134,0.28938,0.33269,0.41128,2969,Shortstop,0,0,
moorege03,Gene,Moore,Gene Moore,1931,1945,14,1042,3543,497,958,179,53,58,436,31,10,317,401,0,14,39,0,56,0.27039,0.33273,0.39994,1417,Outfield,0,0,
scottge02,George,Scott,George Scott,1966,1979,14,2034,7433,957,1992,306,60,271,1051,69,57,699,1418,85,53,22,62,277,0.26799,0.33273,0.43468,3231,FirstBase,8,0,
brubabi01,Bill,Brubaker,Bill Brubaker,1932,1943,10,479,1564,208,413,85,10,22,225,13,0,151,239,0,10,30,0,43,0.26407,0.33275,0.3734,584,ThirdBase,0,0,
lugoju01,Julio,Lugo,Julio Lugo,2000,2011,12,1352,4758,688,1279,238,34,80,475,198,69,439,876,4,37,64,40,82,0.26881,0.33276,0.38356,1825,Shortstop,0,0,
caldeiv01,Ivan,Calderon,Ivan Calderon,1984,1993,10,924,3312,470,901,200,25,104,444,97,49,306,556,30,13,6,35,102,0.27204,0.33279,0.44173,1463,Outfield,0,0,
carrach01,Chico,Carrasquel,Chico Carrasquel,1950,1959,10,1325,4644,568,1199,172,25,55,474,31,28,491,467,4,38,67,19,109,0.25818,0.33282,0.34152,1586,Shortstop,0,0,
rayjo01,Johnny,Ray,Johnny Ray,1981,1990,10,1353,5188,604,1502,294,36,53,594,80,49,353,329,39,12,48,56,126,0.28951,0.33286,0.39071,2027,SecondBase,0,0,
crawfca02,Carl,Crawford,Carl Crawford,2002,2015,10,1365,5498,830,1609,244,112,115,648,427,96,316,872,21,35,33,39,63,0.29265,0.33288,0.44052,2422,Outfield,1,0,
mossle01,Les,Moss,Les Moss,1946,1958,13,824,2234,210,552,75,4,63,276,1,5,282,316,3,6,26,1,80,0.24709,0.33294,0.36885,824,Catcher,0,0,
hubbatr01,Trent,Hubbard,Trent Hubbard,1994,2003,10,476,762,124,196,33,7,16,72,33,17,83,166,1,6,8,5,19,0.25722,0.33294,0.38189,291,Outfield,0,0,
floweja01,Jake,Flowers,Jake Flowers,1923,1934,10,583,1693,229,433,75,18,16,201,58,2,190,139,0,6,57,0,5,0.25576,0.33298,0.34968,592,SecondBase,0,0,
lopezfe01,Felipe,Lopez,Felipe Lopez,2001,2011,11,1185,4337,600,1145,219,31,90,439,124,58,445,913,15,18,35,29,67,0.26401,0.33299,0.39105,1696,Shortstop,0,0,
mcgeewi01,Willie,McGee,Willie McGee,1982,1999,18,2201,7649,1010,2254,350,94,79,856,352,121,448,1238,58,15,30,46,157,0.29468,0.33305,0.396,3029,Outfield,3,0,
milledo01,Doggie,Miller,Doggie Miller,1884,1896,13,1317,5167,839,1380,192,57,33,567,260,0,467,129,0,45,4,0,0,0.26708,0.33316,0.34546,1785,Catcher,0,0,
outlaji01,Jimmy,Outlaw,Jimmy Outlaw,1937,1949,10,650,1974,257,529,79,17,6,184,24,21,188,176,0,5,24,0,41,0.26798,0.33318,0.33435,660,Outfield,0,0,
mccarja01,Jack,McCarthy,Jack McCarthy,1893,1907,12,1091,4195,550,1203,171,66,7,474,145,0,268,13,0,24,153,0,0,0.28677,0.33318,0.364,1527,Outfield,0,0,
oconnda02,Danny,O'Connell,Danny O'Connell,1950,1962,10,1143,4035,527,1049,181,35,39,320,48,22,431,396,3,22,89,19,75,0.25998,0.33326,0.35118,1417,SecondBase,0,0,
northji01,Jim,Northrup,Jim Northrup,1964,1975,12,1392,4692,603,1254,218,42,153,610,39,38,449,635,50,30,15,29,128,0.26726,0.33327,0.42945,2015,Outfield,0,0,
jordabr01,Brian,Jordan,Brian Jordan,1992,2006,15,1456,5160,755,1454,267,37,184,821,119,48,353,842,25,74,2,57,118,0.28178,0.33327,0.45484,2347,Outfield,0,0,
heathcl01,Cliff,Heathcote,Cliff Heathcote,1918,1932,15,1415,4443,643,1222,206,55,42,448,191,75,367,325,0,22,134,0,0,0.27504,0.3334,0.37452,1664,Outfield,0,0,
phillda01,Dave,Philley,Dave Philley,1941,1962,18,1904,6296,789,1700,276,72,84,729,101,63,594,551,14,17,71,22,190,0.27001,0.33353,0.37675,2372,Outfield,0,0,
rodriiv01,Ivan,Rodriguez,Ivan Rodriguez,1991,2011,21,2543,9592,1354,2844,572,51,311,1332,127,64,513,1474,67,58,31,76,337,0.2965,0.33353,0.46403,4451,Catcher,13,0,
picinva01,Val,Picinich,Val Picinich,1916,1933,18,1037,2877,298,743,166,26,26,298,31,9,314,382,0,11,106,0,1,0.25826,0.33354,0.36114,1039,Catcher,0,0,
tuttlbi01,Bill,Tuttle,Bill Tuttle,1952,1963,11,1270,4268,578,1105,149,47,67,443,38,44,480,416,18,13,52,29,143,0.2589,0.33361,0.36293,1549,Outfield,0,0,
johnsla03,Lance,Johnson,Lance Johnson,1987,2000,14,1447,5379,767,1565,175,117,34,486,327,105,352,384,29,7,35,27,103,0.29095,0.33374,0.38595,2076,Outfield,0,0,
jacobbr01,Brook,Jacoby,Brook Jacoby,1981,1992,11,1311,4520,535,1220,204,24,120,545,16,25,439,764,26,16,10,42,138,0.26991,0.33386,0.40531,1832,ThirdBase,0,0,
reedje02,Jeff,Reed,Jeff Reed,1984,2000,17,1234,3101,311,774,144,10,61,323,7,9,391,566,43,14,35,25,74,0.2496,0.3339,0.3615,1121,Catcher,0,0,
bushra01,Randy,Bush,Randy Bush,1982,1993,12,1219,3045,388,763,154,26,96,409,33,29,348,505,51,49,6,32,64,0.25057,0.33391,0.41281,1257,Outfield,0,0,
carribi02,Bill,Carrigan,Bill Carrigan,1906,1916,10,709,1970,194,506,67,14,6,235,37,2,206,59,0,22,79,0,0,0.25685,0.33394,0.31421,619,Catcher,0,0,
berryse01,Sean,Berry,Sean Berry,1990,2000,11,860,2413,310,657,153,10,81,369,47,24,206,438,19,32,11,29,50,0.27228,0.33396,0.44467,1073,ThirdBase,0,0,
cashda01,Dave,Cash,Dave Cash,1969,1980,12,1422,5554,732,1571,243,56,21,426,120,74,424,309,28,18,30,31,124,0.28286,0.334,0.35812,1989,SecondBase,0,0,
chambch01,Chris,Chambliss,Chris Chambliss,1971,1988,17,2175,7571,912,2109,392,42,185,972,40,35,632,926,99,27,19,56,166,0.27856,0.33406,0.41474,3140,FirstBase,1,0,
bannial01,Alan,Bannister,Alan Bannister,1974,1985,12,972,3007,430,811,143,28,19,288,108,37,292,318,13,13,33,28,45,0.2697,0.33413,0.35484,1067,Outfield,0,0,
josefe01,Felix,Jose,Felix Jose,1988,2003,11,747,2527,322,708,135,14,54,324,102,57,203,507,28,9,3,14,50,0.28017,0.33418,0.40879,1033,Outfield,0,0,
myattgl01,Glenn,Myatt,Glenn Myatt,1920,1936,16,1004,2678,346,722,137,37,38,387,20,18,248,195,0,12,51,0,0,0.2696,0.33424,0.39096,1047,Catcher,0,0,
astrojo01,Joe,Astroth,Joe Astroth,1945,1956,10,544,1579,163,401,51,10,13,156,6,6,177,124,6,14,20,1,60,0.25396,0.33427,0.32362,511,Catcher,0,0,
mowremi01,Mike,Mowrey,Mike Mowrey,1905,1917,13,1276,4291,485,1099,183,54,7,461,167,0,469,297,0,35,184,0,0,0.25612,0.33431,0.32883,1411,ThirdBase,0,0,
ortajo01,Jorge,Orta,Jorge Orta,1972,1987,16,1755,5829,733,1619,267,63,130,745,79,60,500,715,46,29,33,67,125,0.27775,0.33432,0.41208,2402,SecondBase,0,0,
lathaar01,Arlie,Latham,Arlie Latham,1880,1909,17,1627,6822,1478,1833,245,85,27,563,739,0,588,239,0,85,7,0,0,0.26869,0.33436,0.3414,2329,ThirdBase,0,0,
lahoujo01,Joe,Lahoud,Joe Lahoud,1968,1978,11,791,1925,239,429,68,12,65,218,20,20,309,339,21,16,6,5,38,0.22286,0.33437,0.37195,716,Outfield,0,0,
stynech01,Chris,Stynes,Chris Stynes,1995,2004,10,828,2326,351,640,118,9,51,265,49,16,191,308,9,22,23,11,48,0.27515,0.33451,0.3994,929,ThirdBase,0,0,
kotsama01,Mark,Kotsay,Mark Kotsay,1997,2013,15,1728,6166,773,1717,343,48,124,694,98,60,530,718,37,12,29,45,149,0.27846,0.33452,0.40999,2528,Outfield,0,0,
wardaa01,Aaron,Ward,Aaron Ward,1917,1928,12,1059,3611,457,966,158,54,50,447,36,38,339,457,0,25,152,0,0,0.26752,0.33459,0.38272,1382,SecondBase,0,0,
hickmji02,Jim,Hickman,Jim Hickman,1962,1974,13,1421,3974,518,1002,163,25,159,560,17,19,491,832,36,16,25,29,99,0.25214,0.33459,0.42577,1692,Outfield,0,0,
saxst01,Steve,Sax,Steve Sax,1981,1994,14,1769,6940,913,1949,278,47,54,550,444,178,556,584,47,24,75,37,146,0.28084,0.33466,0.35778,2483,SecondBase,0,0,
hinsker01,Eric,Hinske,Eric Hinske,2002,2013,10,1244,3613,538,912,230,17,134,503,61,21,432,891,27,30,0,30,84,0.25242,0.33471,0.43676,1578,ThirdBase,0,0,
cartega01,Gary,Carter,Gary Carter,1974,1992,19,2295,7971,1025,2092,371,31,324,1225,39,42,848,997,106,68,33,99,180,0.26245,0.33474,0.43872,3497,Catcher,3,2003,BBWAA
edwarbr01,Bruce,Edwards,Bruce Edwards,1946,1956,10,591,1675,191,429,67,20,39,241,9,3,190,179,0,8,21,0,53,0.25612,0.33476,0.38985,653,Catcher,0,0,
graffto01,Tony,Graffanino,Tony Graffanino,1996,2009,13,981,2810,442,746,145,21,58,302,53,25,275,486,12,28,28,20,57,0.26548,0.33482,0.39395,1107,SecondBase,0,0,
mcfared01,Ed,McFarland,Ed McFarland,1893,1908,14,894,3007,398,826,146,49,13,383,65,0,254,19,0,18,85,0,0,0.27469,0.33486,0.36881,1109,Catcher,0,0,
vollmcl01,Clyde,Vollmer,Clyde Vollmer,1942,1954,10,685,2021,283,508,77,10,69,339,7,6,243,328,0,11,10,0,64,0.25136,0.33495,0.40178,812,Outfield,0,0,
flannti01,Tim,Flannery,Tim Flannery,1979,1989,11,972,2473,255,631,77,25,9,209,22,22,277,293,35,32,32,24,43,0.25516,0.335,0.31743,785,SecondBase,0,0,
davisha01,Harry,Davis,Harry Davis,1895,1917,22,1755,6653,1001,1841,361,145,75,951,285,2,525,45,0,59,142,0,0,0.27672,0.33508,0.40839,2717,FirstBase,0,0,
michaja01,Jason,Michaels,Jason Michaels,2001,2011,11,1031,2332,332,613,140,10,59,299,22,18,243,496,7,22,9,23,38,0.26286,0.33511,0.40738,950,Outfield,0,0,
morelke01,Keith,Moreland,Keith Moreland,1978,1989,12,1306,4581,511,1279,214,14,121,674,28,33,405,515,56,13,18,65,140,0.2792,0.33511,0.41126,1884,Outfield,0,0,
longhe01,Herman,Long,Herman Long,1889,1904,16,1874,7674,1455,2127,342,97,91,1055,534,0,612,261,0,57,150,0,0,0.27717,0.33513,0.38259,2936,Shortstop,0,0,
leachri01,Rick,Leach,Rick Leach,1981,1990,10,799,1719,205,460,100,10,18,183,8,8,176,217,20,6,9,14,42,0.2676,0.33525,0.36882,634,Outfield,0,0,
sanchfr01,Freddy,Sanchez,Freddy Sanchez,2002,2011,10,904,3402,434,1012,215,17,48,371,13,9,180,420,18,32,35,37,67,0.29747,0.33525,0.41299,1405,SecondBase,0,0,
kreutch01,Chad,Kreuter,Chad Kreuter,1988,2003,16,944,2505,289,593,123,8,54,274,5,7,361,593,13,20,27,19,68,0.23673,0.33528,0.35689,894,Catcher,0,0,
klausbi01,Billy,Klaus,Billy Klaus,1952,1963,11,821,2513,357,626,106,15,40,250,14,7,331,285,7,4,21,18,37,0.2491,0.33531,0.35097,882,Shortstop,0,0,
upshawi01,Willie,Upshaw,Willie Upshaw,1978,1988,10,1264,4203,596,1103,199,45,123,528,88,59,452,642,50,23,30,28,60,0.26243,0.33532,0.41899,1761,FirstBase,0,0,
tovarce01,Cesar,Tovar,Cesar Tovar,1965,1976,12,1488,5569,834,1546,253,55,46,435,226,108,413,410,23,88,73,34,58,0.27761,0.33535,0.36757,2047,Outfield,0,0,
thompmi02,Milt,Thompson,Milt Thompson,1984,1996,13,1359,3761,491,1029,156,37,47,357,214,66,336,635,46,22,20,16,60,0.2736,0.33543,0.37224,1400,Outfield,0,0,
barfije01,Jesse,Barfield,Jesse Barfield,1981,1992,12,1428,4759,715,1219,216,30,241,716,66,47,551,1234,49,34,16,34,100,0.25615,0.33544,0.46606,2218,Outfield,2,0,
treshmi01,Mike,Tresh,Mike Tresh,1938,1949,12,1027,3169,326,788,75,14,2,297,19,21,402,263,0,12,54,0,79,0.24866,0.33547,0.28305,897,Catcher,0,0,
allenet01,Ethan,Allen,Ethan Allen,1926,1938,13,1281,4418,623,1325,255,45,47,501,84,4,223,310,0,14,110,0,38,0.29991,0.33555,0.40991,1811,Outfield,0,0,
finnelo01,Lou,Finney,Lou Finney,1931,1947,15,1270,4631,643,1329,203,85,31,494,39,45,329,186,0,10,63,0,59,0.28698,0.33561,0.38761,1795,Outfield,0,0,
mccraqu01,Quinton,McCracken,Quinton McCracken,1995,2006,12,998,2462,359,675,118,32,21,244,89,44,229,445,11,9,59,20,50,0.27417,0.33566,0.37368,920,Outfield,0,0,
gantro01,Ron,Gant,Ron Gant,1987,2003,16,1832,6449,1080,1651,302,50,321,1008,243,102,770,1411,38,32,12,57,98,0.25601,0.33566,0.46767,3016,Outfield,0,0,
erstada01,Darin,Erstad,Darin Erstad,1996,2009,14,1654,6024,913,1697,316,33,124,699,179,58,475,939,46,37,36,43,87,0.28171,0.33577,0.40687,2451,Outfield,3,0,
bellde01,Derek,Bell,Derek Bell,1991,2001,11,1210,4578,642,1262,232,15,134,668,170,51,377,955,30,61,6,46,123,0.27567,0.33584,0.42071,1926,Outfield,0,0,
frymatr01,Travis,Fryman,Travis Fryman,1990,2002,13,1698,6481,895,1776,345,40,223,1022,72,38,602,1369,19,41,15,78,154,0.27403,0.33588,0.44283,2870,ThirdBase,1,0,
breamsi01,Sid,Bream,Sid Bream,1983,1994,12,1088,3108,351,819,191,12,90,455,50,40,353,450,45,5,26,38,75,0.26351,0.3359,0.41956,1304,FirstBase,0,0,
oglivbe01,Ben,Oglivie,Ben Oglivie,1971,1986,16,1754,5913,784,1615,277,33,235,901,87,70,560,852,105,35,21,69,122,0.27313,0.33602,0.45036,2663,Outfield,0,0,
bicheda01,Dante,Bichette,Dante Bichette,1988,2001,14,1704,6381,934,1906,401,27,274,1141,152,73,355,1078,32,41,5,73,176,0.2987,0.33606,0.49882,3183,Outfield,0,0,
teufeti01,Tim,Teufel,Tim Teufel,1983,1993,11,1073,3112,415,789,185,12,86,379,23,19,387,531,23,12,27,24,85,0.25353,0.33607,0.4036,1256,SecondBase,0,0,
tejadmi01,Miguel,Tejada,Miguel Tejada,1997,2013,15,2118,8278,1215,2362,463,23,304,1282,84,38,547,1054,71,121,20,70,271,0.28533,0.33607,0.45699,3783,Shortstop,0,0,
lowrepe01,Peanuts,Lowrey,Peanuts Lowrey,1942,1955,13,1401,4317,564,1177,186,45,37,479,48,3,403,226,0,11,97,3,118,0.27264,0.33608,0.36229,1564,Outfield,0,0,
hinchbi01,Bill,Hinchman,Bill Hinchman,1905,1920,10,908,3043,364,793,128,69,20,369,85,17,298,174,0,48,96,0,0,0.2606,0.33609,0.36773,1119,Outfield,0,0,
peckiro01,Roger,Peckinpaugh,Roger Peckinpaugh,1910,1927,17,2012,7233,1006,1876,256,75,48,740,205,70,814,609,0,22,314,0,0,0.25937,0.3361,0.33541,2426,Shortstop,0,0,
